date,time,kw,datetime,month,day,weekday,hour,temperature,precipitation,weather,humidity
2019/12/15,23:00,3120,2019-12-15 23:00:00,12,15,6,23,6.4,0.0,0.0,0.57
2019/12/16,0:00,2891,2019-12-16 00:00:00,12,16,0,0,5.5,0.0,0.0,0.58
2019/12/16,1:00,2776,2019-12-16 01:00:00,12,16,0,1,5.2,0.0,0.3,0.61
2019/12/16,2:00,2740,2019-12-16 02:00:00,12,16,0,2,5.4,0.0,0.3,0.62
2019/12/16,3:00,2741,2019-12-16 03:00:00,12,16,0,3,4.5,0.0,0.3,0.63
2019/12/16,4:00,2808,2019-12-16 04:00:00,12,16,0,4,3.9,0.0,0.3,0.67
2019/12/16,5:00,3033,2019-12-16 05:00:00,12,16,0,5,3.5,0.0,0.0,0.66
2019/12/16,6:00,3523,2019-12-16 06:00:00,12,16,0,6,3.5,0.0,0.0,0.66
2019/12/16,7:00,3903,2019-12-16 07:00:00,12,16,0,7,3.3,0.0,0.0,0.65
2019/12/16,8:00,4148,2019-12-16 08:00:00,12,16,0,8,4.1,0.0,0.0,0.58
2019/12/16,9:00,4197,2019-12-16 09:00:00,12,16,0,9,6.1,0.0,0.0,0.53
2019/12/16,10:00,4041,2019-12-16 10:00:00,12,16,0,10,7.7,0.0,0.0,0.47
2019/12/16,11:00,3915,2019-12-16 11:00:00,12,16,0,11,9.8,0.0,0.0,0.49
2019/12/16,12:00,3686,2019-12-16 12:00:00,12,16,0,12,10.5,0.0,0.0,0.48
2019/12/16,13:00,3771,2019-12-16 13:00:00,12,16,0,13,11.5,0.0,0.0,0.49
2019/12/16,14:00,3779,2019-12-16 14:00:00,12,16,0,14,12.1,0.0,0.0,0.55
2019/12/16,15:00,3798,2019-12-16 15:00:00,12,16,0,15,11.5,0.0,0.0,0.6
2019/12/16,16:00,4005,2019-12-16 16:00:00,12,16,0,16,10.7,0.0,0.0,0.62
2019/12/16,17:00,4163,2019-12-16 17:00:00,12,16,0,17,9.6,0.0,0.0,0.64
2019/12/16,18:00,4138,2019-12-16 18:00:00,12,16,0,18,8.9,0.0,0.0,0.64
2019/12/16,19:00,4044,2019-12-16 19:00:00,12,16,0,19,9.4,0.0,0.0,0.66
2019/12/16,20:00,3914,2019-12-16 20:00:00,12,16,0,20,9.4,0.0,0.5,0.68
2019/12/16,21:00,3739,2019-12-16 21:00:00,12,16,0,21,9.1,0.0,0.5,0.67
2019/12/16,22:00,3534,2019-12-16 22:00:00,12,16,0,22,9.4,0.0,0.5,0.66
2019/12/16,23:00,3277,2019-12-16 23:00:00,12,16,0,23,9.3,0.0,0.5,0.64
2019/12/17,0:00,2996,2019-12-17 00:00:00,12,17,1,0,8.9,0.0,0.5,0.62
2019/12/17,1:00,2850,2019-12-17 01:00:00,12,17,1,1,8.8,0.0,1.0,0.59
2019/12/17,2:00,2806,2019-12-17 02:00:00,12,17,1,2,8.4,0.0,1.0,0.58
2019/12/17,3:00,2795,2019-12-17 03:00:00,12,17,1,3,8.6,0.0,1.0,0.61
2019/12/17,4:00,2836,2019-12-17 04:00:00,12,17,1,4,8.0,0.0,1.0,0.68
2019/12/17,5:00,3011,2019-12-17 05:00:00,12,17,1,5,7.8,0.0,1.0,0.85
2019/12/17,6:00,3399,2019-12-17 06:00:00,12,17,1,6,6.6,0.0,1.0,0.8
2019/12/17,7:00,3792,2019-12-17 07:00:00,12,17,1,7,6.5,0.0,1.0,0.81
2019/12/17,8:00,4168,2019-12-17 08:00:00,12,17,1,8,7.5,0.0,1.0,0.77
2019/12/17,9:00,4378,2019-12-17 09:00:00,12,17,1,9,7.8,0.0,1.0,0.86
2019/12/17,10:00,4374,2019-12-17 10:00:00,12,17,1,10,6.7,0.5,1.0,0.95
2019/12/17,11:00,4270,2019-12-17 11:00:00,12,17,1,11,6.9,0.5,0.5,0.93
2019/12/17,12:00,4052,2019-12-17 12:00:00,12,17,1,12,8.3,0.0,0.5,0.92
2019/12/17,13:00,4107,2019-12-17 13:00:00,12,17,1,13,8.5,0.0,0.5,0.9
2019/12/17,14:00,4083,2019-12-17 14:00:00,12,17,1,14,9.4,0.0,0.5,0.89
2019/12/17,15:00,4075,2019-12-17 15:00:00,12,17,1,15,9.3,0.0,0.5,0.89
2019/12/17,16:00,4210,2019-12-17 16:00:00,12,17,1,16,9.2,0.0,0.5,0.93
2019/12/17,17:00,4245,2019-12-17 17:00:00,12,17,1,17,9.2,0.0,0.0,0.97
2019/12/17,18:00,4160,2019-12-17 18:00:00,12,17,1,18,8.2,0.0,0.0,0.98
2019/12/17,19:00,4031,2019-12-17 19:00:00,12,17,1,19,7.7,0.0,0.0,0.99
2019/12/17,20:00,3884,2019-12-17 20:00:00,12,17,1,20,8.1,0.0,0.0,0.99
2019/12/17,21:00,3701,2019-12-17 21:00:00,12,17,1,21,7.9,0.0,0.0,1.0
2019/12/17,22:00,3493,2019-12-17 22:00:00,12,17,1,22,8.6,0.0,0.0,0.99
2019/12/17,23:00,3231,2019-12-17 23:00:00,12,17,1,23,8.7,0.0,0.0,0.99
2019/12/18,0:00,2947,2019-12-18 00:00:00,12,18,2,0,9.1,0.0,0.0,0.97
2019/12/18,1:00,2798,2019-12-18 01:00:00,12,18,2,1,9.4,0.0,0.0,0.97
2019/12/18,2:00,2758,2019-12-18 02:00:00,12,18,2,2,8.9,0.0,0.0,0.99
2019/12/18,3:00,2751,2019-12-18 03:00:00,12,18,2,3,7.9,0.0,0.0,0.98
2019/12/18,4:00,2793,2019-12-18 04:00:00,12,18,2,4,7.8,0.0,0.0,0.99
2019/12/18,5:00,2957,2019-12-18 05:00:00,12,18,2,5,7.4,0.0,0.0,0.99
2019/12/18,6:00,3327,2019-12-18 06:00:00,12,18,2,6,7.1,0.0,0.0,0.99
2019/12/18,7:00,3624,2019-12-18 07:00:00,12,18,2,7,6.6,0.0,0.0,0.98
2019/12/18,8:00,3910,2019-12-18 08:00:00,12,18,2,8,8.2,0.0,0.0,0.88
2019/12/18,9:00,3991,2019-12-18 09:00:00,12,18,2,9,9.9,0.0,0.0,0.78
2019/12/18,10:00,3886,2019-12-18 10:00:00,12,18,2,10,12.3,0.0,0.0,0.72
2019/12/18,11:00,3854,2019-12-18 11:00:00,12,18,2,11,13.3,0.0,0.5,0.71
2019/12/18,12:00,3585,2019-12-18 12:00:00,12,18,2,12,13.9,0.0,0.5,0.68
2019/12/18,13:00,3648,2019-12-18 13:00:00,12,18,2,13,14.8,0.0,0.5,0.67
2019/12/18,14:00,3633,2019-12-18 14:00:00,12,18,2,14,14.3,0.0,0.0,0.66
2019/12/18,15:00,3600,2019-12-18 15:00:00,12,18,2,15,15.1,0.0,0.0,0.69
2019/12/18,16:00,3793,2019-12-18 16:00:00,12,18,2,16,14.9,0.0,0.0,0.78
2019/12/18,17:00,3914,2019-12-18 17:00:00,12,18,2,17,13.5,0.0,0.0,0.6
2019/12/18,18:00,3878,2019-12-18 18:00:00,12,18,2,18,14.0,0.0,0.0,0.6
2019/12/18,19:00,3796,2019-12-18 19:00:00,12,18,2,19,12.7,0.0,0.0,0.64
2019/12/18,20:00,3690,2019-12-18 20:00:00,12,18,2,20,11.3,0.0,0.0,0.62
2019/12/18,21:00,3547,2019-12-18 21:00:00,12,18,2,21,11.2,0.0,0.0,0.66
2019/12/18,22:00,3385,2019-12-18 22:00:00,12,18,2,22,10.1,0.0,0.0,0.63
2019/12/18,23:00,3162,2019-12-18 23:00:00,12,18,2,23,10.6,0.0,0.0,0.65
2019/12/19,0:00,2899,2019-12-19 00:00:00,12,19,3,0,10.5,0.0,0.0,0.58
2019/12/19,1:00,2764,2019-12-19 01:00:00,12,19,3,1,10.4,0.0,0.5,0.56
2019/12/19,2:00,2724,2019-12-19 02:00:00,12,19,3,2,10.2,0.0,0.5,0.57
2019/12/19,3:00,2722,2019-12-19 03:00:00,12,19,3,3,9.9,0.0,0.5,0.54
2019/12/19,4:00,2766,2019-12-19 04:00:00,12,19,3,4,9.9,0.0,0.5,0.53
2019/12/19,5:00,2921,2019-12-19 05:00:00,12,19,3,5,9.7,0.0,0.5,0.56
2019/12/19,6:00,3284,2019-12-19 06:00:00,12,19,3,6,9.3,0.0,0.5,0.59
2019/12/19,7:00,3604,2019-12-19 07:00:00,12,19,3,7,9.2,0.0,0.5,0.64
2019/12/19,8:00,3991,2019-12-19 08:00:00,12,19,3,8,9.3,0.0,0.5,0.67
2019/12/19,9:00,4210,2019-12-19 09:00:00,12,19,3,9,9.5,0.0,0.5,0.65
2019/12/19,10:00,4193,2019-12-19 10:00:00,12,19,3,10,9.9,0.0,0.5,0.73
2019/12/19,11:00,4158,2019-12-19 11:00:00,12,19,3,11,9.3,0.0,1.0,0.83
2019/12/19,12:00,4001,2019-12-19 12:00:00,12,19,3,12,8.4,0.0,1.0,0.85
2019/12/19,13:00,4134,2019-12-19 13:00:00,12,19,3,13,8.4,0.0,1.0,0.83
2019/12/19,14:00,4147,2019-12-19 14:00:00,12,19,3,14,8.6,0.0,1.0,0.86
2019/12/19,15:00,4164,2019-12-19 15:00:00,12,19,3,15,8.6,0.0,1.0,0.89
2019/12/19,16:00,4285,2019-12-19 16:00:00,12,19,3,16,8.5,0.0,1.0,0.94
2019/12/19,17:00,4281,2019-12-19 17:00:00,12,19,3,17,8.2,0.0,0.5,0.88
2019/12/19,18:00,4190,2019-12-19 18:00:00,12,19,3,18,8.8,0.0,0.5,0.88
2019/12/19,19:00,4058,2019-12-19 19:00:00,12,19,3,19,8.8,0.0,0.5,0.86
2019/12/19,20:00,3921,2019-12-19 20:00:00,12,19,3,20,8.6,0.0,0.5,0.86
2019/12/19,21:00,3731,2019-12-19 21:00:00,12,19,3,21,8.5,0.0,0.5,0.85
2019/12/19,22:00,3540,2019-12-19 22:00:00,12,19,3,22,8.6,0.0,0.5,0.88
2019/12/19,23:00,3273,2019-12-19 23:00:00,12,19,3,23,8.1,0.0,0.5,0.86
2019/12/20,0:00,2982,2019-12-20 00:00:00,12,20,4,0,8.0,0.0,0.5,0.88
2019/12/20,1:00,2819,2019-12-20 01:00:00,12,20,4,1,7.6,0.0,0.5,0.88
2019/12/20,2:00,2773,2019-12-20 02:00:00,12,20,4,2,7.4,0.0,0.5,0.89
2019/12/20,3:00,2768,2019-12-20 03:00:00,12,20,4,3,7.0,0.0,0.5,0.92
2019/12/20,4:00,2811,2019-12-20 04:00:00,12,20,4,4,7.4,0.0,0.5,0.9
2019/12/20,5:00,2980,2019-12-20 05:00:00,12,20,4,5,7.7,0.0,0.5,0.86
2019/12/20,6:00,3365,2019-12-20 06:00:00,12,20,4,6,7.7,0.0,0.5,0.93
2019/12/20,7:00,3640,2019-12-20 07:00:00,12,20,4,7,6.3,0.0,0.5,0.88
2019/12/20,8:00,3854,2019-12-20 08:00:00,12,20,4,8,7.5,0.0,0.0,0.75
2019/12/20,9:00,3894,2019-12-20 09:00:00,12,20,4,9,10.0,0.0,0.0,0.61
2019/12/20,10:00,3770,2019-12-20 10:00:00,12,20,4,10,11.9,0.0,0.0,0.49
2019/12/20,11:00,3676,2019-12-20 11:00:00,12,20,4,11,13.6,0.0,0.0,0.44
2019/12/20,12:00,3476,2019-12-20 12:00:00,12,20,4,12,14.8,0.0,0.0,0.39
2019/12/20,13:00,3572,2019-12-20 13:00:00,12,20,4,13,15.6,0.0,0.0,0.36
2019/12/20,14:00,3583,2019-12-20 14:00:00,12,20,4,14,15.3,0.0,0.0,0.42
2019/12/20,15:00,3592,2019-12-20 15:00:00,12,20,4,15,14.2,0.0,0.0,0.36
2019/12/20,16:00,3764,2019-12-20 16:00:00,12,20,4,16,13.9,0.0,0.0,0.41
2019/12/20,17:00,3875,2019-12-20 17:00:00,12,20,4,17,12.0,0.0,0.0,0.39
2019/12/20,18:00,3832,2019-12-20 18:00:00,12,20,4,18,12.1,0.0,0.0,0.63
2019/12/20,19:00,3749,2019-12-20 19:00:00,12,20,4,19,12.3,0.0,0.0,0.64
2019/12/20,20:00,3646,2019-12-20 20:00:00,12,20,4,20,11.0,0.0,0.5,0.65
2019/12/20,21:00,3513,2019-12-20 21:00:00,12,20,4,21,10.7,0.0,0.5,0.67
2019/12/20,22:00,3388,2019-12-20 22:00:00,12,20,4,22,10.1,0.0,0.5,0.55
2019/12/20,23:00,3187,2019-12-20 23:00:00,12,20,4,23,9.4,0.0,0.5,0.55
2019/12/21,0:00,2938,2019-12-21 00:00:00,12,21,5,0,9.4,0.0,0.5,0.6
2019/12/21,1:00,2784,2019-12-21 01:00:00,12,21,5,1,9.0,0.0,0.5,0.62
2019/12/21,2:00,2732,2019-12-21 02:00:00,12,21,5,2,9.2,0.0,0.5,0.64
2019/12/21,3:00,2712,2019-12-21 03:00:00,12,21,5,3,8.8,0.0,0.5,0.64
2019/12/21,4:00,2716,2019-12-21 04:00:00,12,21,5,4,8.1,0.0,0.5,0.69
2019/12/21,5:00,2790,2019-12-21 05:00:00,12,21,5,5,7.8,0.0,0.5,0.69
2019/12/21,6:00,2972,2019-12-21 06:00:00,12,21,5,6,7.4,0.0,0.5,0.7
2019/12/21,7:00,3231,2019-12-21 07:00:00,12,21,5,7,7.5,0.0,0.5,0.69
2019/12/21,8:00,3611,2019-12-21 08:00:00,12,21,5,8,7.8,0.0,0.5,0.68
2019/12/21,9:00,3819,2019-12-21 09:00:00,12,21,5,9,7.9,0.0,0.5,0.69
2019/12/21,10:00,3798,2019-12-21 10:00:00,12,21,5,10,7.7,0.0,0.5,0.74
2019/12/21,11:00,3710,2019-12-21 11:00:00,12,21,5,11,7.8,0.0,0.5,0.75
2019/12/21,12:00,3590,2019-12-21 12:00:00,12,21,5,12,7.8,0.0,0.5,0.75
2019/12/21,13:00,3586,2019-12-21 13:00:00,12,21,5,13,8.4,0.0,0.5,0.78
2019/12/21,14:00,3580,2019-12-21 14:00:00,12,21,5,14,8.5,0.0,0.5,0.76
2019/12/21,15:00,3604,2019-12-21 15:00:00,12,21,5,15,8.7,0.0,0.5,0.76
2019/12/21,16:00,3765,2019-12-21 16:00:00,12,21,5,16,8.4,0.0,0.5,0.79
2019/12/21,17:00,3843,2019-12-21 17:00:00,12,21,5,17,8.4,0.0,0.5,0.8
2019/12/21,18:00,3818,2019-12-21 18:00:00,12,21,5,18,8.2,0.0,0.5,0.8
2019/12/21,19:00,3746,2019-12-21 19:00:00,12,21,5,19,8.1,0.0,0.5,0.78
2019/12/21,20:00,3644,2019-12-21 20:00:00,12,21,5,20,8.2,0.0,0.5,0.77
2019/12/21,21:00,3488,2019-12-21 21:00:00,12,21,5,21,8.0,0.0,0.5,0.79
2019/12/21,22:00,3303,2019-12-21 22:00:00,12,21,5,22,7.6,0.0,0.5,0.79
2019/12/21,23:00,3110,2019-12-21 23:00:00,12,21,5,23,7.4,0.0,0.5,0.81
2019/12/22,0:00,2885,2019-12-22 00:00:00,12,22,6,0,6.9,0.0,0.5,0.81
2019/12/22,1:00,2758,2019-12-22 01:00:00,12,22,6,1,6.8,0.0,0.3,0.89
2019/12/22,2:00,2707,2019-12-22 02:00:00,12,22,6,2,5.5,0.0,0.3,0.89
2019/12/22,3:00,2684,2019-12-22 03:00:00,12,22,6,3,5.7,0.0,0.3,0.91
2019/12/22,4:00,2679,2019-12-22 04:00:00,12,22,6,4,5.6,0.0,0.3,0.86
2019/12/22,5:00,2722,2019-12-22 05:00:00,12,22,6,5,6.3,0.0,0.5,0.85
2019/12/22,6:00,2862,2019-12-22 06:00:00,12,22,6,6,6.4,0.0,0.5,0.82
2019/12/22,7:00,3093,2019-12-22 07:00:00,12,22,6,7,6.2,0.0,0.5,0.85
2019/12/22,8:00,3417,2019-12-22 08:00:00,12,22,6,8,6.0,0.0,0.5,0.87
2019/12/22,9:00,3594,2019-12-22 09:00:00,12,22,6,9,6.4,0.0,0.5,0.81
2019/12/22,10:00,3606,2019-12-22 10:00:00,12,22,6,10,7.2,0.0,0.5,0.77
2019/12/22,11:00,3559,2019-12-22 11:00:00,12,22,6,11,7.7,0.0,0.5,0.76
2019/12/22,12:00,3493,2019-12-22 12:00:00,12,22,6,12,7.8,0.0,0.5,0.77
2019/12/22,13:00,3447,2019-12-22 13:00:00,12,22,6,13,8.3,0.0,0.5,0.74
2019/12/22,14:00,3432,2019-12-22 14:00:00,12,22,6,14,8.4,0.0,1.0,0.73
2019/12/22,15:00,3506,2019-12-22 15:00:00,12,22,6,15,8.6,0.0,1.0,0.82
2019/12/22,16:00,3692,2019-12-22 16:00:00,12,22,6,16,7.8,0.0,1.0,0.91
2019/12/22,17:00,3837,2019-12-22 17:00:00,12,22,6,17,7.3,2.0,1.0,0.93
2019/12/22,18:00,3874,2019-12-22 18:00:00,12,22,6,18,6.9,1.5,1.0,0.95
2019/12/22,19:00,3831,2019-12-22 19:00:00,12,22,6,19,7.0,2.0,1.0,0.96
2019/12/22,20:00,3768,2019-12-22 20:00:00,12,22,6,20,6.9,2.0,1.0,0.97
2019/12/22,21:00,3623,2019-12-22 21:00:00,12,22,6,21,6.6,2.5,1.0,0.97
2019/12/22,22:00,3411,2019-12-22 22:00:00,12,22,6,22,6.1,1.0,1.0,0.95
2019/12/22,23:00,3192,2019-12-22 23:00:00,12,22,6,23,5.5,3.5,1.0,0.97
2019/12/23,0:00,2947,2019-12-23 00:00:00,12,23,0,0,5.4,2.0,1.0,0.97
2019/12/23,1:00,2816,2019-12-23 01:00:00,12,23,0,1,4.9,3.5,1.0,0.96
2019/12/23,2:00,2779,2019-12-23 02:00:00,12,23,0,2,4.4,2.0,1.0,0.98
2019/12/23,3:00,2770,2019-12-23 03:00:00,12,23,0,3,3.7,5.0,1.0,0.97
2019/12/23,4:00,2810,2019-12-23 04:00:00,12,23,0,4,3.8,1.5,1.0,0.98
2019/12/23,5:00,3012,2019-12-23 05:00:00,12,23,0,5,3.8,1.0,1.0,0.97
2019/12/23,6:00,3462,2019-12-23 06:00:00,12,23,0,6,3.8,0.5,1.0,0.97
2019/12/23,7:00,3880,2019-12-23 07:00:00,12,23,0,7,3.8,0.0,1.0,0.96
2019/12/23,8:00,4242,2019-12-23 08:00:00,12,23,0,8,4.5,0.0,0.5,0.93
2019/12/23,9:00,4360,2019-12-23 09:00:00,12,23,0,9,5.3,0.0,0.5,0.9
2019/12/23,10:00,4264,2019-12-23 10:00:00,12,23,0,10,6.2,0.0,0.5,0.86
2019/12/23,11:00,4072,2019-12-23 11:00:00,12,23,0,11,7.2,0.0,0.0,0.72
2019/12/23,12:00,3810,2019-12-23 12:00:00,12,23,0,12,9.5,0.0,0.0,0.64
2019/12/23,13:00,3862,2019-12-23 13:00:00,12,23,0,13,10.7,0.0,0.0,0.62
2019/12/23,14:00,3836,2019-12-23 14:00:00,12,23,0,14,11.7,0.0,0.5,0.67
2019/12/23,15:00,3844,2019-12-23 15:00:00,12,23,0,15,11.0,0.0,0.5,0.71
2019/12/23,16:00,4028,2019-12-23 16:00:00,12,23,0,16,10.4,0.0,0.5,0.8
2019/12/23,17:00,4178,2019-12-23 17:00:00,12,23,0,17,8.4,0.0,0.0,0.8
2019/12/23,18:00,4153,2019-12-23 18:00:00,12,23,0,18,7.7,0.0,0.0,0.79
2019/12/23,19:00,4064,2019-12-23 19:00:00,12,23,0,19,7.2,0.0,0.0,0.83
2019/12/23,20:00,3945,2019-12-23 20:00:00,12,23,0,20,7.0,0.0,0.0,0.9
2019/12/23,21:00,3793,2019-12-23 21:00:00,12,23,0,21,6.6,0.0,0.0,0.94
2019/12/23,22:00,3600,2019-12-23 22:00:00,12,23,0,22,7.4,0.0,0.0,0.86
2019/12/23,23:00,3359,2019-12-23 23:00:00,12,23,0,23,7.3,0.0,0.0,0.92
2019/12/24,0:00,3078,2019-12-24 00:00:00,12,24,1,0,6.5,0.0,0.0,0.93
2019/12/24,1:00,2914,2019-12-24 01:00:00,12,24,1,1,5.7,0.0,0.0,0.88
2019/12/24,2:00,2854,2019-12-24 02:00:00,12,24,1,2,6.3,0.0,0.0,0.84
2019/12/24,3:00,2832,2019-12-24 03:00:00,12,24,1,3,6.6,0.0,0.0,0.8
2019/12/24,4:00,2868,2019-12-24 04:00:00,12,24,1,4,6.2,0.0,0.0,0.73
2019/12/24,5:00,3060,2019-12-24 05:00:00,12,24,1,5,6.4,0.0,0.0,0.7
2019/12/24,6:00,3493,2019-12-24 06:00:00,12,24,1,6,6.1,0.0,0.0,0.59
2019/12/24,7:00,3801,2019-12-24 07:00:00,12,24,1,7,6.6,0.0,0.0,0.54
2019/12/24,8:00,4024,2019-12-24 08:00:00,12,24,1,8,7.7,0.0,0.0,0.49
2019/12/24,9:00,4066,2019-12-24 09:00:00,12,24,1,9,9.5,0.0,0.0,0.45
2019/12/24,10:00,3954,2019-12-24 10:00:00,12,24,1,10,10.5,0.0,0.0,0.42
2019/12/24,11:00,3889,2019-12-24 11:00:00,12,24,1,11,11.4,0.0,0.3,0.39
2019/12/24,12:00,3700,2019-12-24 12:00:00,12,24,1,12,12.2,0.0,0.3,0.4
2019/12/24,13:00,3814,2019-12-24 13:00:00,12,24,1,13,12.1,0.0,0.3,0.39
2019/12/24,14:00,3836,2019-12-24 14:00:00,12,24,1,14,11.8,0.0,0.3,0.4
2019/12/24,15:00,3872,2019-12-24 15:00:00,12,24,1,15,10.8,0.0,0.3,0.4
2019/12/24,16:00,4104,2019-12-24 16:00:00,12,24,1,16,9.8,0.0,0.3,0.38
2019/12/24,17:00,4237,2019-12-24 17:00:00,12,24,1,17,8.9,0.0,0.5,0.41
2019/12/24,18:00,4208,2019-12-24 18:00:00,12,24,1,18,8.3,0.0,0.5,0.39
2019/12/24,19:00,4130,2019-12-24 19:00:00,12,24,1,19,7.7,0.0,0.5,0.4
2019/12/24,20:00,4029,2019-12-24 20:00:00,12,24,1,20,7.2,0.0,0.5,0.44
2019/12/24,21:00,3882,2019-12-24 21:00:00,12,24,1,21,7.0,0.0,0.5,0.43
2019/12/24,22:00,3701,2019-12-24 22:00:00,12,24,1,22,6.7,0.0,0.5,0.42
2019/12/24,23:00,3457,2019-12-24 23:00:00,12,24,1,23,6.6,0.0,0.5,0.46
2019/12/25,0:00,3171,2019-12-25 00:00:00,12,25,2,0,5.6,0.0,0.5,0.51
2019/12/25,1:00,3016,2019-12-25 01:00:00,12,25,2,1,5.1,0.0,0.5,0.48
2019/12/25,2:00,2943,2019-12-25 02:00:00,12,25,2,2,5.6,0.0,0.5,0.48
2019/12/25,3:00,2911,2019-12-25 03:00:00,12,25,2,3,5.6,0.0,0.5,0.5
2019/12/25,4:00,2929,2019-12-25 04:00:00,12,25,2,4,5.4,0.0,0.5,0.48
2019/12/25,5:00,3105,2019-12-25 05:00:00,12,25,2,5,5.3,0.0,0.5,0.52
2019/12/25,6:00,3541,2019-12-25 06:00:00,12,25,2,6,4.8,0.0,0.5,0.53
2019/12/25,7:00,3931,2019-12-25 07:00:00,12,25,2,7,4.7,0.0,0.5,0.58
2019/12/25,8:00,4299,2019-12-25 08:00:00,12,25,2,8,4.7,0.0,0.5,0.59
2019/12/25,9:00,4437,2019-12-25 09:00:00,12,25,2,9,5.2,0.0,0.5,0.57
2019/12/25,10:00,4330,2019-12-25 10:00:00,12,25,2,10,6.1,0.0,0.5,0.49
2019/12/25,11:00,4232,2019-12-25 11:00:00,12,25,2,11,6.4,0.0,0.5,0.48
2019/12/25,12:00,3991,2019-12-25 12:00:00,12,25,2,12,7.0,0.0,0.5,0.51
2019/12/25,13:00,4015,2019-12-25 13:00:00,12,25,2,13,7.6,0.0,0.5,0.44
2019/12/25,14:00,3981,2019-12-25 14:00:00,12,25,2,14,8.1,0.0,0.0,0.52
2019/12/25,15:00,3990,2019-12-25 15:00:00,12,25,2,15,8.3,0.0,0.0,0.52
2019/12/25,16:00,4174,2019-12-25 16:00:00,12,25,2,16,8.0,0.0,0.0,0.64
2019/12/25,17:00,4283,2019-12-25 17:00:00,12,25,2,17,6.1,0.0,0.3,0.6
2019/12/25,18:00,4243,2019-12-25 18:00:00,12,25,2,18,6.7,0.0,0.3,0.54
2019/12/25,19:00,4161,2019-12-25 19:00:00,12,25,2,19,6.6,0.0,0.3,0.65
2019/12/25,20:00,4071,2019-12-25 20:00:00,12,25,2,20,4.9,0.0,0.3,0.66
2019/12/25,21:00,3930,2019-12-25 21:00:00,12,25,2,21,4.7,0.0,0.3,0.66
2019/12/25,22:00,3737,2019-12-25 22:00:00,12,25,2,22,4.8,0.0,0.3,0.68
2019/12/25,23:00,3481,2019-12-25 23:00:00,12,25,2,23,4.9,0.0,0.3,0.76
2019/12/26,0:00,3180,2019-12-26 00:00:00,12,26,3,0,4.3,0.0,0.3,0.73
2019/12/26,1:00,2997,2019-12-26 01:00:00,12,26,3,1,4.2,0.0,0.5,0.72
2019/12/26,2:00,2912,2019-12-26 02:00:00,12,26,3,2,4.3,0.0,0.5,0.68
2019/12/26,3:00,2867,2019-12-26 03:00:00,12,26,3,3,4.9,0.0,0.5,0.76
2019/12/26,4:00,2881,2019-12-26 04:00:00,12,26,3,4,4.0,0.0,0.5,0.7
2019/12/26,5:00,3039,2019-12-26 05:00:00,12,26,3,5,5.3,0.0,0.5,0.72
2019/12/26,6:00,3419,2019-12-26 06:00:00,12,26,3,6,5.1,0.0,0.5,0.68
2019/12/26,7:00,3813,2019-12-26 07:00:00,12,26,3,7,6.0,0.0,0.5,0.67
2019/12/26,8:00,4246,2019-12-26 08:00:00,12,26,3,8,7.0,0.0,0.5,0.65
2019/12/26,9:00,4392,2019-12-26 09:00:00,12,26,3,9,7.0,0.0,0.5,0.63
2019/12/26,10:00,4316,2019-12-26 10:00:00,12,26,3,10,7.5,0.0,0.5,0.6
2019/12/26,11:00,4186,2019-12-26 11:00:00,12,26,3,11,8.7,0.0,0.5,0.58
2019/12/26,12:00,3997,2019-12-26 12:00:00,12,26,3,12,10.4,0.0,0.5,0.65
2019/12/26,13:00,4029,2019-12-26 13:00:00,12,26,3,13,10.9,0.0,0.5,0.65
2019/12/26,14:00,3972,2019-12-26 14:00:00,12,26,3,14,10.4,0.0,0.5,0.61
2019/12/26,15:00,3980,2019-12-26 15:00:00,12,26,3,15,9.9,0.0,0.5,0.65
2019/12/26,16:00,4088,2019-12-26 16:00:00,12,26,3,16,9.4,0.0,0.5,0.67
2019/12/26,17:00,4123,2019-12-26 17:00:00,12,26,3,17,9.2,0.0,0.5,0.67
2019/12/26,18:00,4049,2019-12-26 18:00:00,12,26,3,18,9.4,0.0,0.5,0.67
2019/12/26,19:00,3933,2019-12-26 19:00:00,12,26,3,19,9.3,0.0,0.5,0.7
2019/12/26,20:00,3797,2019-12-26 20:00:00,12,26,3,20,9.0,0.0,0.5,0.71
2019/12/26,21:00,3628,2019-12-26 21:00:00,12,26,3,21,9.0,0.0,0.5,0.72
2019/12/26,22:00,3435,2019-12-26 22:00:00,12,26,3,22,8.9,0.0,0.5,0.74
2019/12/26,23:00,3194,2019-12-26 23:00:00,12,26,3,23,8.8,0.0,0.5,0.76
2019/12/27,0:00,2908,2019-12-27 00:00:00,12,27,4,0,8.7,0.0,0.5,0.78
2019/12/27,1:00,2750,2019-12-27 01:00:00,12,27,4,1,8.8,0.0,1.0,0.8
2019/12/27,2:00,2680,2019-12-27 02:00:00,12,27,4,2,8.6,0.0,1.0,0.86
2019/12/27,3:00,2665,2019-12-27 03:00:00,12,27,4,3,8.1,0.0,1.0,0.95
2019/12/27,4:00,2695,2019-12-27 04:00:00,12,27,4,4,7.7,0.0,1.0,0.98
2019/12/27,5:00,2827,2019-12-27 05:00:00,12,27,4,5,7.5,0.5,1.0,0.98
2019/12/27,6:00,3144,2019-12-27 06:00:00,12,27,4,6,7.5,0.0,1.0,0.96
2019/12/27,7:00,3446,2019-12-27 07:00:00,12,27,4,7,7.3,0.0,1.0,0.9
