date,time,kw,datetime,month,day,weekday,hour,temperature,precipitation,weather,humidity
2019/1/1,1:00,2849,2019-01-01 01:00:00,1,1,1,1,1.4,0.0,0.0,0.58
2019/1/1,2:00,2730,2019-01-01 02:00:00,1,1,1,2,2.1,0.0,0.0,0.59
2019/1/1,3:00,2636,2019-01-01 03:00:00,1,1,1,3,1.5,0.0,0.0,0.59
2019/1/1,4:00,2579,2019-01-01 04:00:00,1,1,1,4,1.4,0.0,0.0,0.59
2019/1/1,5:00,2592,2019-01-01 05:00:00,1,1,1,5,1.1,0.0,0.0,0.51
2019/1/1,6:00,2726,2019-01-01 06:00:00,1,1,1,6,2.5,0.0,0.0,0.53
2019/1/1,7:00,2905,2019-01-01 07:00:00,1,1,1,7,1.5,0.0,0.0,0.5
2019/1/1,8:00,3014,2019-01-01 08:00:00,1,1,1,8,3.1,0.0,0.0,0.4
2019/1/1,9:00,2886,2019-01-01 09:00:00,1,1,1,9,5.8,0.0,0.0,0.38
2019/1/1,10:00,2713,2019-01-01 10:00:00,1,1,1,10,7.1,0.0,0.0,0.33
2019/1/1,11:00,2564,2019-01-01 11:00:00,1,1,1,11,8.6,0.0,0.0,0.34
2019/1/1,12:00,2472,2019-01-01 12:00:00,1,1,1,12,9.6,0.0,0.0,0.33
2019/1/1,13:00,2421,2019-01-01 13:00:00,1,1,1,13,10.2,0.0,0.0,0.3
2019/1/1,14:00,2426,2019-01-01 14:00:00,1,1,1,14,10.2,0.0,0.0,0.45
2019/1/1,15:00,2501,2019-01-01 15:00:00,1,1,1,15,9.2,0.0,0.0,0.45
2019/1/1,16:00,2736,2019-01-01 16:00:00,1,1,1,16,8.6,0.0,0.0,0.52
2019/1/1,17:00,3052,2019-01-01 17:00:00,1,1,1,17,6.4,0.0,0.0,0.59
2019/1/1,18:00,3141,2019-01-01 18:00:00,1,1,1,18,6.2,0.0,0.0,0.6
2019/1/1,19:00,3160,2019-01-01 19:00:00,1,1,1,19,6.0,0.0,0.0,0.7
2019/1/1,20:00,3166,2019-01-01 20:00:00,1,1,1,20,5.9,0.0,0.0,0.78
2019/1/1,21:00,3133,2019-01-01 21:00:00,1,1,1,21,5.6,0.0,0.0,0.81
2019/1/1,22:00,3011,2019-01-01 22:00:00,1,1,1,22,5.5,0.0,0.0,0.77
2019/1/1,23:00,2883,2019-01-01 23:00:00,1,1,1,23,4.4,0.0,0.0,0.68
2019/1/2,0:00,2687,2019-01-02 00:00:00,1,2,2,0,4.2,0.0,0.0,0.67
2019/1/2,1:00,2562,2019-01-02 01:00:00,1,2,2,1,2.7,0.0,0.0,0.59
2019/1/2,2:00,2508,2019-01-02 02:00:00,1,2,2,2,3.0,0.0,0.0,0.61
2019/1/2,3:00,2468,2019-01-02 03:00:00,1,2,2,3,2.9,0.0,0.0,0.62
2019/1/2,4:00,2452,2019-01-02 04:00:00,1,2,2,4,3.1,0.0,0.0,0.61
2019/1/2,5:00,2506,2019-01-02 05:00:00,1,2,2,5,3.3,0.0,0.0,0.62
2019/1/2,6:00,2674,2019-01-02 06:00:00,1,2,2,6,3.0,0.0,0.0,0.6
2019/1/2,7:00,2895,2019-01-02 07:00:00,1,2,2,7,4.1,0.0,0.0,0.55
2019/1/2,8:00,3017,2019-01-02 08:00:00,1,2,2,8,5.3,0.0,0.0,0.46
2019/1/2,9:00,2922,2019-01-02 09:00:00,1,2,2,9,7.3,0.0,0.0,0.41
2019/1/2,10:00,2774,2019-01-02 10:00:00,1,2,2,10,8.3,0.0,0.0,0.39
2019/1/2,11:00,2662,2019-01-02 11:00:00,1,2,2,11,9.4,0.0,0.0,0.33
2019/1/2,12:00,2597,2019-01-02 12:00:00,1,2,2,12,10.3,0.0,0.0,0.32
2019/1/2,13:00,2557,2019-01-02 13:00:00,1,2,2,13,10.4,0.0,0.0,0.34
2019/1/2,14:00,2567,2019-01-02 14:00:00,1,2,2,14,10.2,0.0,0.0,0.36
2019/1/2,15:00,2662,2019-01-02 15:00:00,1,2,2,15,9.7,0.0,0.0,0.32
2019/1/2,16:00,2904,2019-01-02 16:00:00,1,2,2,16,9.5,0.0,0.0,0.33
2019/1/2,17:00,3202,2019-01-02 17:00:00,1,2,2,17,8.2,0.0,0.0,0.35
2019/1/2,18:00,3286,2019-01-02 18:00:00,1,2,2,18,7.5,0.0,0.0,0.39
2019/1/2,19:00,3300,2019-01-02 19:00:00,1,2,2,19,6.3,0.0,0.0,0.41
2019/1/2,20:00,3298,2019-01-02 20:00:00,1,2,2,20,6.1,0.0,0.0,0.47
2019/1/2,21:00,3251,2019-01-02 21:00:00,1,2,2,21,4.8,0.0,0.0,0.48
2019/1/2,22:00,3127,2019-01-02 22:00:00,1,2,2,22,4.9,0.0,0.0,0.51
2019/1/2,23:00,3003,2019-01-02 23:00:00,1,2,2,23,4.3,0.0,0.0,0.51
2019/1/3,0:00,2788,2019-01-03 00:00:00,1,3,3,0,4.2,0.0,0.0,0.54
2019/1/3,1:00,2649,2019-01-03 01:00:00,1,3,3,1,3.2,0.0,0.0,0.6
2019/1/3,2:00,2588,2019-01-03 02:00:00,1,3,3,2,2.2,0.0,0.0,0.65
2019/1/3,3:00,2552,2019-01-03 03:00:00,1,3,3,3,1.3,0.0,0.0,0.68
2019/1/3,4:00,2543,2019-01-03 04:00:00,1,3,3,4,0.7,0.0,0.0,0.65
2019/1/3,5:00,2606,2019-01-03 05:00:00,1,3,3,5,1.3,0.0,0.0,0.62
2019/1/3,6:00,2791,2019-01-03 06:00:00,1,3,3,6,1.2,0.0,0.0,0.69
2019/1/3,7:00,3017,2019-01-03 07:00:00,1,3,3,7,0.2,0.0,0.0,0.58
2019/1/3,8:00,3171,2019-01-03 08:00:00,1,3,3,8,2.3,0.0,0.0,0.48
2019/1/3,9:00,3105,2019-01-03 09:00:00,1,3,3,9,4.9,0.0,0.0,0.44
2019/1/3,10:00,2946,2019-01-03 10:00:00,1,3,3,10,6.7,0.0,0.0,0.38
2019/1/3,11:00,2819,2019-01-03 11:00:00,1,3,3,11,8.5,0.0,0.0,0.34
2019/1/3,12:00,2755,2019-01-03 12:00:00,1,3,3,12,10.2,0.0,0.0,0.31
2019/1/3,13:00,2711,2019-01-03 13:00:00,1,3,3,13,10.4,0.0,0.0,0.27
2019/1/3,14:00,2718,2019-01-03 14:00:00,1,3,3,14,9.8,0.0,0.0,0.32
2019/1/3,15:00,2818,2019-01-03 15:00:00,1,3,3,15,9.1,0.0,0.0,0.33
2019/1/3,16:00,3090,2019-01-03 16:00:00,1,3,3,16,8.1,0.0,0.0,0.37
2019/1/3,17:00,3442,2019-01-03 17:00:00,1,3,3,17,7.1,0.0,0.0,0.41
2019/1/3,18:00,3545,2019-01-03 18:00:00,1,3,3,18,6.1,0.0,0.0,0.47
2019/1/3,19:00,3553,2019-01-03 19:00:00,1,3,3,19,5.1,0.0,0.0,0.48
2019/1/3,20:00,3535,2019-01-03 20:00:00,1,3,3,20,4.9,0.0,0.0,0.53
2019/1/3,21:00,3447,2019-01-03 21:00:00,1,3,3,21,4.1,0.0,0.0,0.54
2019/1/3,22:00,3276,2019-01-03 22:00:00,1,3,3,22,3.9,0.0,0.0,0.55
2019/1/3,23:00,3097,2019-01-03 23:00:00,1,3,3,23,3.4,0.0,0.0,0.55
2019/1/4,0:00,2853,2019-01-04 00:00:00,1,4,4,0,3.3,0.0,0.0,0.57
2019/1/4,1:00,2713,2019-01-04 01:00:00,1,4,4,1,2.4,0.0,0.0,0.56
2019/1/4,2:00,2648,2019-01-04 02:00:00,1,4,4,2,2.7,0.0,0.0,0.61
2019/1/4,3:00,2617,2019-01-04 03:00:00,1,4,4,3,2.0,0.0,0.0,0.61
2019/1/4,4:00,2623,2019-01-04 04:00:00,1,4,4,4,2.1,0.0,0.0,0.63
2019/1/4,5:00,2758,2019-01-04 05:00:00,1,4,4,5,1.1,0.0,0.0,0.67
2019/1/4,6:00,3112,2019-01-04 06:00:00,1,4,4,6,0.6,0.0,0.0,0.69
2019/1/4,7:00,3449,2019-01-04 07:00:00,1,4,4,7,0.5,0.0,0.0,0.62
2019/1/4,8:00,3665,2019-01-04 08:00:00,1,4,4,8,2.1,0.0,0.0,0.54
2019/1/4,9:00,3624,2019-01-04 09:00:00,1,4,4,9,4.1,0.0,0.0,0.48
2019/1/4,10:00,3441,2019-01-04 10:00:00,1,4,4,10,6.7,0.0,0.0,0.4
2019/1/4,11:00,3291,2019-01-04 11:00:00,1,4,4,11,8.1,0.0,0.0,0.38
2019/1/4,12:00,3176,2019-01-04 12:00:00,1,4,4,12,9.1,0.0,0.0,0.35
2019/1/4,13:00,3134,2019-01-04 13:00:00,1,4,4,13,9.1,0.0,0.0,0.38
2019/1/4,14:00,3132,2019-01-04 14:00:00,1,4,4,14,8.8,0.0,0.0,0.44
2019/1/4,15:00,3204,2019-01-04 15:00:00,1,4,4,15,8.4,0.0,0.0,0.48
2019/1/4,16:00,3445,2019-01-04 16:00:00,1,4,4,16,7.7,0.0,0.0,0.57
2019/1/4,17:00,3754,2019-01-04 17:00:00,1,4,4,17,6.3,0.0,0.0,0.67
2019/1/4,18:00,3793,2019-01-04 18:00:00,1,4,4,18,4.8,0.0,0.0,0.7
2019/1/4,19:00,3751,2019-01-04 19:00:00,1,4,4,19,7.5,0.0,0.0,0.81
2019/1/4,20:00,3682,2019-01-04 20:00:00,1,4,4,20,5.7,0.0,0.0,0.77
2019/1/4,21:00,3548,2019-01-04 21:00:00,1,4,4,21,6.8,0.0,0.0,0.77
2019/1/4,22:00,3363,2019-01-04 22:00:00,1,4,4,22,6.4,0.0,0.0,0.68
2019/1/4,23:00,3172,2019-01-04 23:00:00,1,4,4,23,5.2,0.0,0.0,0.66
2019/1/5,0:00,2934,2019-01-05 00:00:00,1,5,5,0,3.4,0.0,0.0,0.61
2019/1/5,1:00,2783,2019-01-05 01:00:00,1,5,5,1,3.3,0.0,0.0,0.63
2019/1/5,2:00,2709,2019-01-05 02:00:00,1,5,5,2,2.5,0.0,0.0,0.73
2019/1/5,3:00,2663,2019-01-05 03:00:00,1,5,5,3,1.5,0.0,0.0,0.74
2019/1/5,4:00,2656,2019-01-05 04:00:00,1,5,5,4,1.0,0.0,0.0,0.7
2019/1/5,5:00,2739,2019-01-05 05:00:00,1,5,5,5,1.6,0.0,0.0,0.72
2019/1/5,6:00,2991,2019-01-05 06:00:00,1,5,5,6,1.1,0.0,0.0,0.71
2019/1/5,7:00,3274,2019-01-05 07:00:00,1,5,5,7,1.8,0.0,0.0,0.66
2019/1/5,8:00,3509,2019-01-05 08:00:00,1,5,5,8,3.4,0.0,0.0,0.59
2019/1/5,9:00,3494,2019-01-05 09:00:00,1,5,5,9,6.3,0.0,0.0,0.48
2019/1/5,10:00,3319,2019-01-05 10:00:00,1,5,5,10,10.6,0.0,0.0,0.4
2019/1/5,11:00,3167,2019-01-05 11:00:00,1,5,5,11,11.5,0.0,0.0,0.4
2019/1/5,12:00,3045,2019-01-05 12:00:00,1,5,5,12,13.0,0.0,0.0,0.38
2019/1/5,13:00,2998,2019-01-05 13:00:00,1,5,5,13,13.7,0.0,0.0,0.39
2019/1/5,14:00,2971,2019-01-05 14:00:00,1,5,5,14,13.4,0.0,0.0,0.4
2019/1/5,15:00,3018,2019-01-05 15:00:00,1,5,5,15,13.4,0.0,0.0,0.47
2019/1/5,16:00,3227,2019-01-05 16:00:00,1,5,5,16,12.0,0.0,0.0,0.44
2019/1/5,17:00,3545,2019-01-05 17:00:00,1,5,5,17,11.2,0.0,0.0,0.43
2019/1/5,18:00,3614,2019-01-05 18:00:00,1,5,5,18,10.5,0.0,0.0,0.42
2019/1/5,19:00,3604,2019-01-05 19:00:00,1,5,5,19,9.5,0.0,0.0,0.43
2019/1/5,20:00,3552,2019-01-05 20:00:00,1,5,5,20,8.4,0.0,0.0,0.45
2019/1/5,21:00,3428,2019-01-05 21:00:00,1,5,5,21,7.3,0.0,0.0,0.43
2019/1/5,22:00,3253,2019-01-05 22:00:00,1,5,5,22,7.1,0.0,0.0,0.43
2019/1/5,23:00,3082,2019-01-05 23:00:00,1,5,5,23,6.6,0.0,0.0,0.44
2019/1/6,0:00,2877,2019-01-06 00:00:00,1,6,6,0,6.1,0.0,0.0,0.45
2019/1/6,1:00,2752,2019-01-06 01:00:00,1,6,6,1,5.6,0.0,0.0,0.46
2019/1/6,2:00,2685,2019-01-06 02:00:00,1,6,6,2,4.9,0.0,0.0,0.43
2019/1/6,3:00,2635,2019-01-06 03:00:00,1,6,6,3,5.0,0.0,0.0,0.45
2019/1/6,4:00,2609,2019-01-06 04:00:00,1,6,6,4,4.6,0.0,0.0,0.46
2019/1/6,5:00,2657,2019-01-06 05:00:00,1,6,6,5,4.7,0.0,0.0,0.46
2019/1/6,6:00,2836,2019-01-06 06:00:00,1,6,6,6,4.4,0.0,0.0,0.48
2019/1/6,7:00,3072,2019-01-06 07:00:00,1,6,6,7,3.9,0.0,0.0,0.49
2019/1/6,8:00,3338,2019-01-06 08:00:00,1,6,6,8,3.9,0.0,0.0,0.44
2019/1/6,9:00,3581,2019-01-06 09:00:00,1,6,6,9,4.9,0.0,0.0,0.43
2019/1/6,10:00,3692,2019-01-06 10:00:00,1,6,6,10,5.1,0.0,0.0,0.44
2019/1/6,11:00,3525,2019-01-06 11:00:00,1,6,6,11,5.4,0.0,0.5,0.41
2019/1/6,12:00,3431,2019-01-06 12:00:00,1,6,6,12,5.8,0.0,0.5,0.42
2019/1/6,13:00,3428,2019-01-06 13:00:00,1,6,6,13,6.3,0.0,0.5,0.37
2019/1/6,14:00,3379,2019-01-06 14:00:00,1,6,6,14,7.6,0.0,0.5,0.37
2019/1/6,15:00,3413,2019-01-06 15:00:00,1,6,6,15,7.3,0.0,0.5,0.38
2019/1/6,16:00,3669,2019-01-06 16:00:00,1,6,6,16,7.0,0.0,0.5,0.39
2019/1/6,17:00,3956,2019-01-06 17:00:00,1,6,6,17,6.5,0.0,0.3,0.38
2019/1/6,18:00,4013,2019-01-06 18:00:00,1,6,6,18,6.4,0.0,0.3,0.39
2019/1/6,19:00,3993,2019-01-06 19:00:00,1,6,6,19,6.1,0.0,0.3,0.43
2019/1/6,20:00,3932,2019-01-06 20:00:00,1,6,6,20,5.5,0.0,0.0,0.47
2019/1/6,21:00,3793,2019-01-06 21:00:00,1,6,6,21,4.6,0.0,0.0,0.52
2019/1/6,22:00,3543,2019-01-06 22:00:00,1,6,6,22,3.6,0.0,0.0,0.5
2019/1/6,23:00,3324,2019-01-06 23:00:00,1,6,6,23,3.8,0.0,0.0,0.52
2019/1/7,0:00,3055,2019-01-07 00:00:00,1,7,0,0,3.1,0.0,0.0,0.5
2019/1/7,1:00,2911,2019-01-07 01:00:00,1,7,0,1,3.4,0.0,0.0,0.47
2019/1/7,2:00,2841,2019-01-07 02:00:00,1,7,0,2,3.6,0.0,0.0,0.54
2019/1/7,3:00,2807,2019-01-07 03:00:00,1,7,0,3,2.1,0.0,0.0,0.55
2019/1/7,4:00,2853,2019-01-07 04:00:00,1,7,0,4,1.3,0.0,0.0,0.57
2019/1/7,5:00,3089,2019-01-07 05:00:00,1,7,0,5,0.9,0.0,0.0,0.57
2019/1/7,6:00,3622,2019-01-07 06:00:00,1,7,0,6,0.9,0.0,0.0,0.57
2019/1/7,7:00,4038,2019-01-07 07:00:00,1,7,0,7,0.6,0.0,0.0,0.5
2019/1/7,8:00,4277,2019-01-07 08:00:00,1,7,0,8,3.1,0.0,0.0,0.4
2019/1/7,9:00,4304,2019-01-07 09:00:00,1,7,0,9,6.1,0.0,0.0,0.34
2019/1/7,10:00,4153,2019-01-07 10:00:00,1,7,0,10,8.2,0.0,0.0,0.3
2019/1/7,11:00,4042,2019-01-07 11:00:00,1,7,0,11,8.9,0.0,0.0,0.3
2019/1/7,12:00,3812,2019-01-07 12:00:00,1,7,0,12,10.2,0.0,0.0,0.25
2019/1/7,13:00,3901,2019-01-07 13:00:00,1,7,0,13,9.9,0.0,0.0,0.28
2019/1/7,14:00,3897,2019-01-07 14:00:00,1,7,0,14,10.1,0.0,0.0,0.27
2019/1/7,15:00,3960,2019-01-07 15:00:00,1,7,0,15,9.8,0.0,0.0,0.3
2019/1/7,16:00,4191,2019-01-07 16:00:00,1,7,0,16,8.8,0.0,0.0,0.32
2019/1/7,17:00,4404,2019-01-07 17:00:00,1,7,0,17,8.0,0.0,0.0,0.38
2019/1/7,18:00,4422,2019-01-07 18:00:00,1,7,0,18,6.6,0.0,0.0,0.38
2019/1/7,19:00,4356,2019-01-07 19:00:00,1,7,0,19,6.1,0.0,0.0,0.36
2019/1/7,20:00,4277,2019-01-07 20:00:00,1,7,0,20,5.8,0.0,0.0,0.41
2019/1/7,21:00,4123,2019-01-07 21:00:00,1,7,0,21,4.5,0.0,0.0,0.46
2019/1/7,22:00,3910,2019-01-07 22:00:00,1,7,0,22,3.7,0.0,0.0,0.48
2019/1/7,23:00,3632,2019-01-07 23:00:00,1,7,0,23,4.0,0.0,0.0,0.51
2019/1/8,0:00,3322,2019-01-08 00:00:00,1,8,1,0,3.5,0.0,0.0,0.55
2019/1/8,1:00,3152,2019-01-08 01:00:00,1,8,1,1,2.5,0.0,0.0,0.56
2019/1/8,2:00,3080,2019-01-08 02:00:00,1,8,1,2,2.3,0.0,0.0,0.59
2019/1/8,3:00,3046,2019-01-08 03:00:00,1,8,1,3,1.6,0.0,0.0,0.61
2019/1/8,4:00,3082,2019-01-08 04:00:00,1,8,1,4,2.2,0.0,0.0,0.64
2019/1/8,5:00,3330,2019-01-08 05:00:00,1,8,1,5,1.6,0.0,0.0,0.66
2019/1/8,6:00,3880,2019-01-08 06:00:00,1,8,1,6,0.8,0.0,0.0,0.67
2019/1/8,7:00,4276,2019-01-08 07:00:00,1,8,1,7,0.8,0.0,0.0,0.64
2019/1/8,8:00,4518,2019-01-08 08:00:00,1,8,1,8,1.4,0.0,0.0,0.59
2019/1/8,9:00,4542,2019-01-08 09:00:00,1,8,1,9,2.7,0.0,0.0,0.53
2019/1/8,10:00,4374,2019-01-08 10:00:00,1,8,1,10,4.6,0.0,0.0,0.46
2019/1/8,11:00,4248,2019-01-08 11:00:00,1,8,1,11,6.2,0.0,0.3,0.43
2019/1/8,12:00,4028,2019-01-08 12:00:00,1,8,1,12,8.2,0.0,0.3,0.43
2019/1/8,13:00,4006,2019-01-08 13:00:00,1,8,1,13,9.1,0.0,0.3,0.49
2019/1/8,14:00,3983,2019-01-08 14:00:00,1,8,1,14,8.8,0.0,0.0,0.51
2019/1/8,15:00,4004,2019-01-08 15:00:00,1,8,1,15,8.9,0.0,0.0,0.56
2019/1/8,16:00,4206,2019-01-08 16:00:00,1,8,1,16,8.4,0.0,0.0,0.63
2019/1/8,17:00,4460,2019-01-08 17:00:00,1,8,1,17,6.5,0.0,0.0,0.66
2019/1/8,18:00,4482,2019-01-08 18:00:00,1,8,1,18,5.9,0.0,0.0,0.67
2019/1/8,19:00,4403,2019-01-08 19:00:00,1,8,1,19,5.2,0.0,0.0,0.68
2019/1/8,20:00,4286,2019-01-08 20:00:00,1,8,1,20,5.4,0.0,0.3,0.65
2019/1/8,21:00,4117,2019-01-08 21:00:00,1,8,1,21,5.1,0.0,0.3,0.63
2019/1/8,22:00,3893,2019-01-08 22:00:00,1,8,1,22,5.2,0.0,0.3,0.6
2019/1/8,23:00,3611,2019-01-08 23:00:00,1,8,1,23,4.8,0.0,0.3,0.7
2019/1/9,0:00,3314,2019-01-09 00:00:00,1,9,2,0,3.1,0.0,0.3,0.73
2019/1/9,1:00,3141,2019-01-09 01:00:00,1,9,2,1,3.3,0.0,0.0,0.8
2019/1/9,2:00,3065,2019-01-09 02:00:00,1,9,2,2,2.4,0.0,0.0,0.77
2019/1/9,3:00,3023,2019-01-09 03:00:00,1,9,2,3,3.5,0.0,0.0,0.68
2019/1/9,4:00,3045,2019-01-09 04:00:00,1,9,2,4,4.4,0.0,0.0,0.63
2019/1/9,5:00,3260,2019-01-09 05:00:00,1,9,2,5,4.2,0.0,0.0,0.57
2019/1/9,6:00,3781,2019-01-09 06:00:00,1,9,2,6,3.8,0.0,0.0,0.47
2019/1/9,7:00,4145,2019-01-09 07:00:00,1,9,2,7,3.6,0.0,0.0,0.44
2019/1/9,8:00,4373,2019-01-09 08:00:00,1,9,2,8,4.3,0.0,0.0,0.46
2019/1/9,9:00,4406,2019-01-09 09:00:00,1,9,2,9,5.5,0.0,0.0,0.43
2019/1/9,10:00,4278,2019-01-09 10:00:00,1,9,2,10,6.2,0.0,0.0,0.36
2019/1/9,11:00,4168,2019-01-09 11:00:00,1,9,2,11,6.5,0.0,0.0,0.32
2019/1/9,12:00,3948,2019-01-09 12:00:00,1,9,2,12,6.9,0.0,0.0,0.32
2019/1/9,13:00,4042,2019-01-09 13:00:00,1,9,2,13,7.4,0.0,0.0,0.31
2019/1/9,14:00,4065,2019-01-09 14:00:00,1,9,2,14,7.0,0.0,0.0,0.32
2019/1/9,15:00,4154,2019-01-09 15:00:00,1,9,2,15,6.6,0.0,0.0,0.32
2019/1/9,16:00,4412,2019-01-09 16:00:00,1,9,2,16,6.0,0.0,0.0,0.33
2019/1/9,17:00,4686,2019-01-09 17:00:00,1,9,2,17,5.3,0.0,0.0,0.36
2019/1/9,18:00,4701,2019-01-09 18:00:00,1,9,2,18,4.4,0.0,0.0,0.34
2019/1/9,19:00,4638,2019-01-09 19:00:00,1,9,2,19,4.2,0.0,0.0,0.37
2019/1/9,20:00,4536,2019-01-09 20:00:00,1,9,2,20,3.4,0.0,0.0,0.37
2019/1/9,21:00,4363,2019-01-09 21:00:00,1,9,2,21,3.2,0.0,0.0,0.41
2019/1/9,22:00,4125,2019-01-09 22:00:00,1,9,2,22,2.4,0.0,0.0,0.42
2019/1/9,23:00,3846,2019-01-09 23:00:00,1,9,2,23,2.2,0.0,0.0,0.47
2019/1/10,0:00,3524,2019-01-10 00:00:00,1,10,3,0,1.1,0.0,0.0,0.45
2019/1/10,1:00,3354,2019-01-10 01:00:00,1,10,3,1,1.2,0.0,0.0,0.49
2019/1/10,2:00,3266,2019-01-10 02:00:00,1,10,3,2,0.2,0.0,0.0,0.47
2019/1/10,3:00,3224,2019-01-10 03:00:00,1,10,3,3,0.9,0.0,0.0,0.49
2019/1/10,4:00,3257,2019-01-10 04:00:00,1,10,3,4,0.6,0.0,0.0,0.53
2019/1/10,5:00,3511,2019-01-10 05:00:00,1,10,3,5,0.1,0.0,0.0,0.56
2019/1/10,6:00,4077,2019-01-10 06:00:00,1,10,3,6,-0.7,0.0,0.0,0.56
2019/1/10,7:00,4460,2019-01-10 07:00:00,1,10,3,7,-0.5,0.0,0.0,0.49
2019/1/10,8:00,4720,2019-01-10 08:00:00,1,10,3,8,0.9,0.0,0.0,0.44
2019/1/10,9:00,4856,2019-01-10 09:00:00,1,10,3,9,2.7,0.0,0.0,0.42
2019/1/10,10:00,4756,2019-01-10 10:00:00,1,10,3,10,3.4,0.0,0.0,0.38
2019/1/10,11:00,4650,2019-01-10 11:00:00,1,10,3,11,4.0,0.0,0.5,0.36
2019/1/10,12:00,4473,2019-01-10 12:00:00,1,10,3,12,4.7,0.0,0.5,0.36
2019/1/10,13:00,4544,2019-01-10 13:00:00,1,10,3,13,4.6,0.0,0.5,0.42
2019/1/10,14:00,4505,2019-01-10 14:00:00,1,10,3,14,4.5,0.0,0.5,0.4
2019/1/10,15:00,4463,2019-01-10 15:00:00,1,10,3,15,4.9,0.0,0.5,0.45
2019/1/10,16:00,4662,2019-01-10 16:00:00,1,10,3,16,4.1,0.0,0.5,0.52
2019/1/10,17:00,4906,2019-01-10 17:00:00,1,10,3,17,2.3,0.0,0.0,0.47
2019/1/10,18:00,4918,2019-01-10 18:00:00,1,10,3,18,3.2,0.0,0.0,0.48
2019/1/10,19:00,4828,2019-01-10 19:00:00,1,10,3,19,2.7,0.0,0.0,0.55
2019/1/10,20:00,4712,2019-01-10 20:00:00,1,10,3,20,1.7,0.0,0.0,0.52
2019/1/10,21:00,4534,2019-01-10 21:00:00,1,10,3,21,1.2,0.0,0.0,0.57
2019/1/10,22:00,4288,2019-01-10 22:00:00,1,10,3,22,0.4,0.0,0.0,0.6
2019/1/10,23:00,3986,2019-01-10 23:00:00,1,10,3,23,0.6,0.0,0.0,0.62
2019/1/11,0:00,3637,2019-01-11 00:00:00,1,11,4,0,0.4,0.0,0.0,0.66
2019/1/11,1:00,3429,2019-01-11 01:00:00,1,11,4,1,0.2,0.0,0.0,0.66
2019/1/11,2:00,3319,2019-01-11 02:00:00,1,11,4,2,0.5,0.0,0.0,0.66
2019/1/11,3:00,3261,2019-01-11 03:00:00,1,11,4,3,0.6,0.0,0.0,0.69
2019/1/11,4:00,3268,2019-01-11 04:00:00,1,11,4,4,0.1,0.0,0.0,0.61
2019/1/11,5:00,3472,2019-01-11 05:00:00,1,11,4,5,1.6,0.0,0.0,0.61
2019/1/11,6:00,3963,2019-01-11 06:00:00,1,11,4,6,4.1,0.0,0.0,0.55
2019/1/11,7:00,4296,2019-01-11 07:00:00,1,11,4,7,5.4,0.0,0.0,0.52
2019/1/11,8:00,4471,2019-01-11 08:00:00,1,11,4,8,6.3,0.0,0.0,0.49
2019/1/11,9:00,4424,2019-01-11 09:00:00,1,11,4,9,7.8,0.0,0.0,0.43
2019/1/11,10:00,4241,2019-01-11 10:00:00,1,11,4,10,9.1,0.0,0.0,0.37
2019/1/11,11:00,4099,2019-01-11 11:00:00,1,11,4,11,10.4,0.0,0.0,0.34
2019/1/11,12:00,3859,2019-01-11 12:00:00,1,11,4,12,11.3,0.0,0.0,0.32
2019/1/11,13:00,3936,2019-01-11 13:00:00,1,11,4,13,11.8,0.0,0.0,0.3
2019/1/11,14:00,3929,2019-01-11 14:00:00,1,11,4,14,11.4,0.0,0.0,0.32
2019/1/11,15:00,3978,2019-01-11 15:00:00,1,11,4,15,10.8,0.0,0.0,0.33
2019/1/11,16:00,4205,2019-01-11 16:00:00,1,11,4,16,9.8,0.0,0.0,0.33
2019/1/11,17:00,4439,2019-01-11 17:00:00,1,11,4,17,9.2,0.0,0.0,0.36
2019/1/11,18:00,4443,2019-01-11 18:00:00,1,11,4,18,8.4,0.0,0.0,0.38
2019/1/11,19:00,4349,2019-01-11 19:00:00,1,11,4,19,7.5,0.0,0.0,0.41
2019/1/11,20:00,4234,2019-01-11 20:00:00,1,11,4,20,6.3,0.0,0.0,0.42
2019/1/11,21:00,4090,2019-01-11 21:00:00,1,11,4,21,6.4,0.0,0.0,0.44
2019/1/11,22:00,3922,2019-01-11 22:00:00,1,11,4,22,5.3,0.0,0.0,0.47
2019/1/11,23:00,3696,2019-01-11 23:00:00,1,11,4,23,4.6,0.0,0.0,0.49
2019/1/12,0:00,3410,2019-01-12 00:00:00,1,12,5,0,4.9,0.0,0.0,0.54
2019/1/12,1:00,3239,2019-01-12 01:00:00,1,12,5,1,4.1,0.0,0.5,0.56
2019/1/12,2:00,3135,2019-01-12 02:00:00,1,12,5,2,4.2,0.0,0.5,0.54
2019/1/12,3:00,3067,2019-01-12 03:00:00,1,12,5,3,4.5,0.0,0.5,0.52
2019/1/12,4:00,3035,2019-01-12 04:00:00,1,12,5,4,4.8,0.0,0.5,0.54
2019/1/12,5:00,3128,2019-01-12 05:00:00,1,12,5,5,4.4,0.0,0.5,0.55
2019/1/12,6:00,3394,2019-01-12 06:00:00,1,12,5,6,4.4,0.0,0.5,0.56
2019/1/12,7:00,3730,2019-01-12 07:00:00,1,12,5,7,4.1,0.0,0.5,0.59
2019/1/12,8:00,4148,2019-01-12 08:00:00,1,12,5,8,3.9,0.0,0.5,0.58
2019/1/12,9:00,4359,2019-01-12 09:00:00,1,12,5,9,3.3,0.0,0.5,0.57
