date,time,kw,datetime,month,day,hour,weekday,temperature,precipitation,weather,humidity
2018/1/1,1:00,2797,2018-01-01 01:00:00,1,1,1,0,1.5,0.0,0.0,0.83
2018/1/1,2:00,2669,2018-01-01 02:00:00,1,1,2,0,1.0,0.0,0.0,0.8
2018/1/1,3:00,2586,2018-01-01 03:00:00,1,1,3,0,1.2,0.0,0.0,0.85
2018/1/1,4:00,2543,2018-01-01 04:00:00,1,1,4,0,0.6,0.0,0.0,0.8
2018/1/1,5:00,2570,2018-01-01 05:00:00,1,1,5,0,1.9,0.0,0.0,0.78
2018/1/1,6:00,2712,2018-01-01 06:00:00,1,1,6,0,1.6,0.0,0.0,0.79
2018/1/1,7:00,2880,2018-01-01 07:00:00,1,1,7,0,1.5,0.0,0.0,0.74
2018/1/1,8:00,2860,2018-01-01 08:00:00,1,1,8,0,2.7,0.0,0.0,0.64
2018/1/1,9:00,2842,2018-01-01 09:00:00,1,1,9,0,5.5,0.0,0.0,0.53
2018/1/1,10:00,2778,2018-01-01 10:00:00,1,1,10,0,8.1,0.0,0.0,0.41
2018/1/1,11:00,2638,2018-01-01 11:00:00,1,1,11,0,10.8,0.0,0.0,0.3
2018/1/1,12:00,2541,2018-01-01 12:00:00,1,1,12,0,12.2,0.0,0.0,0.3
2018/1/1,13:00,2475,2018-01-01 13:00:00,1,1,13,0,12.3,0.0,0.0,0.28
2018/1/1,14:00,2458,2018-01-01 14:00:00,1,1,14,0,12.4,0.0,0.0,0.3
2018/1/1,15:00,2495,2018-01-01 15:00:00,1,1,15,0,11.7,0.0,0.0,0.32
2018/1/1,16:00,2725,2018-01-01 16:00:00,1,1,16,0,10.5,0.0,0.0,0.33
2018/1/1,17:00,3033,2018-01-01 17:00:00,1,1,17,0,9.3,0.0,0.0,0.4
2018/1/1,18:00,3116,2018-01-01 18:00:00,1,1,18,0,8.0,0.0,0.0,0.44
2018/1/1,19:00,3128,2018-01-01 19:00:00,1,1,19,0,7.3,0.0,0.0,0.47
2018/1/1,20:00,3132,2018-01-01 20:00:00,1,1,20,0,6.7,0.0,0.0,0.51
2018/1/1,21:00,3094,2018-01-01 21:00:00,1,1,21,0,6.0,0.0,0.0,0.5
2018/1/1,22:00,2972,2018-01-01 22:00:00,1,1,22,0,5.9,0.0,0.0,0.52
2018/1/1,23:00,2833,2018-01-01 23:00:00,1,1,23,0,5.3,0.0,0.0,0.58
2018/1/2,0:00,2625,2018-01-02 00:00:00,1,2,0,1,3.8,0.0,0.0,0.48
2018/1/2,1:00,2495,2018-01-02 01:00:00,1,2,1,1,5.0,0.0,0.0,0.42
2018/1/2,2:00,2434,2018-01-02 02:00:00,1,2,2,1,5.6,0.0,0.0,0.4
2018/1/2,3:00,2394,2018-01-02 03:00:00,1,2,3,1,5.8,0.0,0.0,0.42
2018/1/2,4:00,2382,2018-01-02 04:00:00,1,2,4,1,5.3,0.0,0.0,0.52
2018/1/2,5:00,2436,2018-01-02 05:00:00,1,2,5,1,4.0,0.0,0.0,0.64
2018/1/2,6:00,2603,2018-01-02 06:00:00,1,2,6,1,1.3,0.0,0.0,0.55
2018/1/2,7:00,2805,2018-01-02 07:00:00,1,2,7,1,3.0,0.0,0.0,0.4
2018/1/2,8:00,2967,2018-01-02 08:00:00,1,2,8,1,5.6,0.0,0.0,0.35
2018/1/2,9:00,2939,2018-01-02 09:00:00,1,2,9,1,7.3,0.0,0.0,0.34
2018/1/2,10:00,2828,2018-01-02 10:00:00,1,2,10,1,8.2,0.0,0.0,0.33
2018/1/2,11:00,2718,2018-01-02 11:00:00,1,2,11,1,9.1,0.0,0.0,0.27
2018/1/2,12:00,2643,2018-01-02 12:00:00,1,2,12,1,10.0,0.0,0.0,0.29
2018/1/2,13:00,2588,2018-01-02 13:00:00,1,2,13,1,10.1,0.0,0.0,0.3
2018/1/2,14:00,2570,2018-01-02 14:00:00,1,2,14,1,9.9,0.0,0.0,0.33
2018/1/2,15:00,2619,2018-01-02 15:00:00,1,2,15,1,9.1,0.0,0.0,0.33
2018/1/2,16:00,2859,2018-01-02 16:00:00,1,2,16,1,8.0,0.0,0.0,0.33
2018/1/2,17:00,3181,2018-01-02 17:00:00,1,2,17,1,7.6,0.0,0.0,0.43
2018/1/2,18:00,3272,2018-01-02 18:00:00,1,2,18,1,4.9,0.0,0.0,0.49
2018/1/2,19:00,3287,2018-01-02 19:00:00,1,2,19,1,3.9,0.0,0.0,0.47
2018/1/2,20:00,3283,2018-01-02 20:00:00,1,2,20,1,4.1,0.0,0.0,0.51
2018/1/2,21:00,3220,2018-01-02 21:00:00,1,2,21,1,4.8,0.0,0.0,0.53
2018/1/2,22:00,3084,2018-01-02 22:00:00,1,2,22,1,4.3,0.0,0.0,0.52
2018/1/2,23:00,2936,2018-01-02 23:00:00,1,2,23,1,4.7,0.0,0.0,0.49
2018/1/3,0:00,2727,2018-01-03 00:00:00,1,3,0,2,4.9,0.0,0.0,0.56
2018/1/3,1:00,2581,2018-01-03 01:00:00,1,3,1,2,5.2,0.0,0.0,0.54
2018/1/3,2:00,2495,2018-01-03 02:00:00,1,3,2,2,4.9,0.0,0.0,0.52
2018/1/3,3:00,2447,2018-01-03 03:00:00,1,3,3,2,4.5,0.0,0.0,0.54
2018/1/3,4:00,2433,2018-01-03 04:00:00,1,3,4,2,3.8,0.0,0.0,0.52
2018/1/3,5:00,2487,2018-01-03 05:00:00,1,3,5,2,3.7,0.0,0.0,0.56
2018/1/3,6:00,2667,2018-01-03 06:00:00,1,3,6,2,2.9,0.0,0.0,0.56
2018/1/3,7:00,2893,2018-01-03 07:00:00,1,3,7,2,3.1,0.0,0.0,0.57
2018/1/3,8:00,3119,2018-01-03 08:00:00,1,3,8,2,3.0,0.0,0.0,0.48
2018/1/3,9:00,3145,2018-01-03 09:00:00,1,3,9,2,4.5,0.0,0.0,0.34
2018/1/3,10:00,3060,2018-01-03 10:00:00,1,3,10,2,6.3,0.0,0.0,0.25
2018/1/3,11:00,2964,2018-01-03 11:00:00,1,3,11,2,7.7,0.0,0.0,0.23
2018/1/3,12:00,2899,2018-01-03 12:00:00,1,3,12,2,7.5,0.0,0.0,0.22
2018/1/3,13:00,2848,2018-01-03 13:00:00,1,3,13,2,7.9,0.0,0.0,0.23
2018/1/3,14:00,2839,2018-01-03 14:00:00,1,3,14,2,7.6,0.0,0.0,0.28
2018/1/3,15:00,2898,2018-01-03 15:00:00,1,3,15,2,7.3,0.0,0.0,0.33
2018/1/3,16:00,3174,2018-01-03 16:00:00,1,3,16,2,6.4,0.0,0.0,0.36
2018/1/3,17:00,3533,2018-01-03 17:00:00,1,3,17,2,5.4,0.0,0.0,0.42
2018/1/3,18:00,3625,2018-01-03 18:00:00,1,3,18,2,4.7,0.0,0.0,0.45
2018/1/3,19:00,3630,2018-01-03 19:00:00,1,3,19,2,4.2,0.0,0.0,0.48
2018/1/3,20:00,3602,2018-01-03 20:00:00,1,3,20,2,3.6,0.0,0.0,0.49
2018/1/3,21:00,3500,2018-01-03 21:00:00,1,3,21,2,3.3,0.0,0.0,0.46
2018/1/3,22:00,3293,2018-01-03 22:00:00,1,3,22,2,3.0,0.0,0.0,0.42
2018/1/3,23:00,3093,2018-01-03 23:00:00,1,3,23,2,3.7,0.0,0.0,0.4
2018/1/4,0:00,2843,2018-01-04 00:00:00,1,4,0,3,3.8,0.0,0.0,0.38
2018/1/4,1:00,2697,2018-01-04 01:00:00,1,4,1,3,4.0,0.0,0.0,0.44
2018/1/4,2:00,2624,2018-01-04 02:00:00,1,4,2,3,2.5,0.0,0.0,0.52
2018/1/4,3:00,2578,2018-01-04 03:00:00,1,4,3,3,1.1,0.0,0.0,0.46
2018/1/4,4:00,2597,2018-01-04 04:00:00,1,4,4,3,2.2,0.0,0.0,0.52
2018/1/4,5:00,2746,2018-01-04 05:00:00,1,4,5,3,1.5,0.0,0.0,0.58
2018/1/4,6:00,3103,2018-01-04 06:00:00,1,4,6,3,0.5,0.0,0.0,0.59
2018/1/4,7:00,3432,2018-01-04 07:00:00,1,4,7,3,0.6,0.0,0.0,0.47
2018/1/4,8:00,3679,2018-01-04 08:00:00,1,4,8,3,3.4,0.0,0.0,0.39
2018/1/4,9:00,3684,2018-01-04 09:00:00,1,4,9,3,5.6,0.0,0.0,0.32
2018/1/4,10:00,3552,2018-01-04 10:00:00,1,4,10,3,7.3,0.0,0.0,0.28
2018/1/4,11:00,3454,2018-01-04 11:00:00,1,4,11,3,8.4,0.0,0.0,0.28
2018/1/4,12:00,3348,2018-01-04 12:00:00,1,4,12,3,8.6,0.0,0.0,0.27
2018/1/4,13:00,3314,2018-01-04 13:00:00,1,4,13,3,9.1,0.0,0.0,0.3
2018/1/4,14:00,3289,2018-01-04 14:00:00,1,4,14,3,8.7,0.0,0.0,0.29
2018/1/4,15:00,3341,2018-01-04 15:00:00,1,4,15,3,8.2,0.0,0.0,0.32
2018/1/4,16:00,3605,2018-01-04 16:00:00,1,4,16,3,7.1,0.0,0.0,0.35
2018/1/4,17:00,3919,2018-01-04 17:00:00,1,4,17,3,5.9,0.0,0.0,0.35
2018/1/4,18:00,3982,2018-01-04 18:00:00,1,4,18,3,5.6,0.0,0.0,0.39
2018/1/4,19:00,3958,2018-01-04 19:00:00,1,4,19,3,4.5,0.0,0.0,0.41
2018/1/4,20:00,3908,2018-01-04 20:00:00,1,4,20,3,4.2,0.0,0.0,0.41
2018/1/4,21:00,3762,2018-01-04 21:00:00,1,4,21,3,4.3,0.0,0.0,0.49
2018/1/4,22:00,3534,2018-01-04 22:00:00,1,4,22,3,3.0,0.0,0.0,0.51
2018/1/4,23:00,3293,2018-01-04 23:00:00,1,4,23,3,2.5,0.0,0.0,0.56
2018/1/5,0:00,3006,2018-01-05 00:00:00,1,5,0,4,2.9,0.0,0.0,0.54
2018/1/5,1:00,2834,2018-01-05 01:00:00,1,5,1,4,3.0,0.0,0.5,0.49
2018/1/5,2:00,2753,2018-01-05 02:00:00,1,5,2,4,3.6,0.0,0.5,0.58
2018/1/5,3:00,2690,2018-01-05 03:00:00,1,5,3,4,2.3,0.0,0.5,0.58
2018/1/5,4:00,2706,2018-01-05 04:00:00,1,5,4,4,2.2,0.0,0.5,0.53
2018/1/5,5:00,2885,2018-01-05 05:00:00,1,5,5,4,2.3,0.0,0.5,0.48
2018/1/5,6:00,3336,2018-01-05 06:00:00,1,5,6,4,2.5,0.0,0.5,0.49
2018/1/5,7:00,3762,2018-01-05 07:00:00,1,5,7,4,2.3,0.0,0.5,0.47
2018/1/5,8:00,4186,2018-01-05 08:00:00,1,5,8,4,2.8,0.0,0.5,0.47
2018/1/5,9:00,4415,2018-01-05 09:00:00,1,5,9,4,3.5,0.0,0.5,0.42
2018/1/5,10:00,4346,2018-01-05 10:00:00,1,5,10,4,4.2,0.0,0.5,0.42
2018/1/5,11:00,4307,2018-01-05 11:00:00,1,5,11,4,5.2,0.0,0.5,0.44
2018/1/5,12:00,4170,2018-01-05 12:00:00,1,5,12,4,5.5,0.0,0.5,0.46
2018/1/5,13:00,4163,2018-01-05 13:00:00,1,5,13,4,5.6,0.0,0.5,0.53
2018/1/5,14:00,4132,2018-01-05 14:00:00,1,5,14,4,5.5,0.0,0.5,0.56
2018/1/5,15:00,4123,2018-01-05 15:00:00,1,5,15,4,5.5,0.0,0.5,0.61
2018/1/5,16:00,4297,2018-01-05 16:00:00,1,5,16,4,5.2,0.0,0.5,0.67
2018/1/5,17:00,4412,2018-01-05 17:00:00,1,5,17,4,4.9,0.0,0.5,0.71
2018/1/5,18:00,4354,2018-01-05 18:00:00,1,5,18,4,4.7,0.0,0.5,0.77
2018/1/5,19:00,4254,2018-01-05 19:00:00,1,5,19,4,4.2,0.0,0.5,0.73
2018/1/5,20:00,4138,2018-01-05 20:00:00,1,5,20,4,4.5,0.0,0.5,0.77
2018/1/5,21:00,3979,2018-01-05 21:00:00,1,5,21,4,3.6,0.0,0.5,0.81
2018/1/5,22:00,3790,2018-01-05 22:00:00,1,5,22,4,2.8,0.0,0.5,0.88
2018/1/5,23:00,3580,2018-01-05 23:00:00,1,5,23,4,1.7,0.0,0.5,0.91
2018/1/6,0:00,3293,2018-01-06 00:00:00,1,6,0,5,0.9,0.0,0.5,0.82
2018/1/6,1:00,3120,2018-01-06 01:00:00,1,6,1,5,1.6,0.0,0.0,0.64
2018/1/6,2:00,3006,2018-01-06 02:00:00,1,6,2,5,1.7,0.0,0.0,0.71
2018/1/6,3:00,2940,2018-01-06 03:00:00,1,6,3,5,0.1,0.0,0.0,0.67
2018/1/6,4:00,2932,2018-01-06 04:00:00,1,6,4,5,0.8,0.0,0.0,0.72
2018/1/6,5:00,3033,2018-01-06 05:00:00,1,6,5,5,-0.6,0.0,0.0,0.76
2018/1/6,6:00,3343,2018-01-06 06:00:00,1,6,6,5,-1.3,0.0,0.0,0.76
2018/1/6,7:00,3664,2018-01-06 07:00:00,1,6,7,5,-1.1,0.0,0.0,0.71
2018/1/6,8:00,4018,2018-01-06 08:00:00,1,6,8,5,0.2,0.0,0.0,0.57
2018/1/6,9:00,4068,2018-01-06 09:00:00,1,6,9,5,4.4,0.0,0.0,0.39
2018/1/6,10:00,3898,2018-01-06 10:00:00,1,6,10,5,7.1,0.0,0.0,0.33
2018/1/6,11:00,3726,2018-01-06 11:00:00,1,6,11,5,8.2,0.0,0.0,0.28
2018/1/6,12:00,3551,2018-01-06 12:00:00,1,6,12,5,8.8,0.0,0.0,0.29
2018/1/6,13:00,3511,2018-01-06 13:00:00,1,6,13,5,9.9,0.0,0.0,0.36
2018/1/6,14:00,3479,2018-01-06 14:00:00,1,6,14,5,9.9,0.0,0.0,0.53
2018/1/6,15:00,3489,2018-01-06 15:00:00,1,6,15,5,9.2,0.0,0.0,0.54
2018/1/6,16:00,3698,2018-01-06 16:00:00,1,6,16,5,9.2,0.0,0.0,0.58
2018/1/6,17:00,3987,2018-01-06 17:00:00,1,6,17,5,6.4,0.0,0.0,0.66
2018/1/6,18:00,4030,2018-01-06 18:00:00,1,6,18,5,5.4,0.0,0.0,0.7
2018/1/6,19:00,3982,2018-01-06 19:00:00,1,6,19,5,4.7,0.0,0.0,0.63
2018/1/6,20:00,3907,2018-01-06 20:00:00,1,6,20,5,6.6,0.0,0.0,0.49
2018/1/6,21:00,3748,2018-01-06 21:00:00,1,6,21,5,6.2,0.0,0.0,0.52
2018/1/6,22:00,3552,2018-01-06 22:00:00,1,6,22,5,5.2,0.0,0.0,0.5
2018/1/6,23:00,3362,2018-01-06 23:00:00,1,6,23,5,4.6,0.0,0.0,0.49
2018/1/7,0:00,3109,2018-01-07 00:00:00,1,7,0,6,4.3,0.0,0.0,0.44
2018/1/7,1:00,2962,2018-01-07 01:00:00,1,7,1,6,4.9,0.0,0.0,0.45
2018/1/7,2:00,2859,2018-01-07 02:00:00,1,7,2,6,4.6,0.0,0.0,0.47
2018/1/7,3:00,2792,2018-01-07 03:00:00,1,7,3,6,3.5,0.0,0.0,0.52
2018/1/7,4:00,2771,2018-01-07 04:00:00,1,7,4,6,2.3,0.0,0.0,0.53
2018/1/7,5:00,2827,2018-01-07 05:00:00,1,7,5,6,2.0,0.0,0.0,0.48
2018/1/7,6:00,3009,2018-01-07 06:00:00,1,7,6,6,2.7,0.0,0.0,0.41
2018/1/7,7:00,3235,2018-01-07 07:00:00,1,7,7,6,3.6,0.0,0.0,0.42
2018/1/7,8:00,3436,2018-01-07 08:00:00,1,7,8,6,4.1,0.0,0.3,0.34
2018/1/7,9:00,3474,2018-01-07 09:00:00,1,7,9,6,6.7,0.0,0.3,0.31
2018/1/7,10:00,3369,2018-01-07 10:00:00,1,7,10,6,8.3,0.0,0.3,0.3
2018/1/7,11:00,3260,2018-01-07 11:00:00,1,7,11,6,9.7,0.0,0.0,0.27
2018/1/7,12:00,3164,2018-01-07 12:00:00,1,7,12,6,10.2,0.0,0.0,0.25
2018/1/7,13:00,3103,2018-01-07 13:00:00,1,7,13,6,11.2,0.0,0.0,0.26
2018/1/7,14:00,3057,2018-01-07 14:00:00,1,7,14,6,11.1,0.0,0.0,0.28
2018/1/7,15:00,3101,2018-01-07 15:00:00,1,7,15,6,10.4,0.0,0.0,0.33
2018/1/7,16:00,3348,2018-01-07 16:00:00,1,7,16,6,9.3,0.0,0.0,0.44
2018/1/7,17:00,3724,2018-01-07 17:00:00,1,7,17,6,6.5,0.0,0.0,0.44
2018/1/7,18:00,3823,2018-01-07 18:00:00,1,7,18,6,6.5,0.0,0.0,0.43
2018/1/7,19:00,3804,2018-01-07 19:00:00,1,7,19,6,6.4,0.0,0.0,0.45
2018/1/7,20:00,3735,2018-01-07 20:00:00,1,7,20,6,5.7,0.0,0.3,0.43
2018/1/7,21:00,3611,2018-01-07 21:00:00,1,7,21,6,6.3,0.0,0.3,0.46
2018/1/7,22:00,3401,2018-01-07 22:00:00,1,7,22,6,5.3,0.0,0.3,0.51
2018/1/7,23:00,3208,2018-01-07 23:00:00,1,7,23,6,4.6,0.0,0.3,0.53
2018/1/8,0:00,2965,2018-01-08 00:00:00,1,8,0,0,4.5,0.0,0.3,0.52
2018/1/8,1:00,2828,2018-01-08 01:00:00,1,8,1,0,4.6,0.0,0.5,0.52
2018/1/8,2:00,2748,2018-01-08 02:00:00,1,8,2,0,4.7,0.0,0.5,0.53
2018/1/8,3:00,2691,2018-01-08 03:00:00,1,8,3,0,4.2,0.0,0.5,0.54
2018/1/8,4:00,2688,2018-01-08 04:00:00,1,8,4,0,3.7,0.0,0.5,0.51
2018/1/8,5:00,2768,2018-01-08 05:00:00,1,8,5,0,4.2,0.0,0.5,0.54
2018/1/8,6:00,3025,2018-01-08 06:00:00,1,8,6,0,3.7,0.0,0.5,0.56
2018/1/8,7:00,3344,2018-01-08 07:00:00,1,8,7,0,3.5,0.0,0.5,0.5
2018/1/8,8:00,3758,2018-01-08 08:00:00,1,8,8,0,4.2,0.0,0.5,0.52
2018/1/8,9:00,4053,2018-01-08 09:00:00,1,8,9,0,5.0,0.0,0.5,0.52
2018/1/8,10:00,4059,2018-01-08 10:00:00,1,8,10,0,5.2,0.0,0.5,0.5
2018/1/8,11:00,3949,2018-01-08 11:00:00,1,8,11,0,6.0,0.0,0.5,0.46
2018/1/8,12:00,3732,2018-01-08 12:00:00,1,8,12,0,8.3,0.0,0.5,0.51
2018/1/8,13:00,3902,2018-01-08 13:00:00,1,8,13,0,8.8,0.0,0.5,0.93
2018/1/8,14:00,3848,2018-01-08 14:00:00,1,8,14,0,6.2,0.0,1.0,0.86
2018/1/8,15:00,3889,2018-01-08 15:00:00,1,8,15,0,7.8,0.0,1.0,0.73
2018/1/8,16:00,4054,2018-01-08 16:00:00,1,8,16,0,8.9,0.0,1.0,0.96
2018/1/8,17:00,4205,2018-01-08 17:00:00,1,8,17,0,7.3,0.5,1.0,1.0
2018/1/8,18:00,4206,2018-01-08 18:00:00,1,8,18,0,7.5,1.0,1.0,1.0
2018/1/8,19:00,4107,2018-01-08 19:00:00,1,8,19,0,5.8,0.5,1.0,0.92
2018/1/8,20:00,4011,2018-01-08 20:00:00,1,8,20,0,5.1,1.0,1.0,0.97
2018/1/8,21:00,3832,2018-01-08 21:00:00,1,8,21,0,4.3,1.5,1.0,0.99
2018/1/8,22:00,3589,2018-01-08 22:00:00,1,8,22,0,4.2,1.5,1.0,0.99
2018/1/8,23:00,3327,2018-01-08 23:00:00,1,8,23,0,4.1,1.0,1.0,1.0
2018/1/9,0:00,3036,2018-01-09 00:00:00,1,9,0,1,3.9,1.0,1.0,0.99
2018/1/9,1:00,2888,2018-01-09 01:00:00,1,9,1,1,4.2,0.5,1.0,1.0
2018/1/9,2:00,2817,2018-01-09 02:00:00,1,9,2,1,4.4,0.5,1.0,1.0
2018/1/9,3:00,2774,2018-01-09 03:00:00,1,9,3,1,4.6,0.0,1.0,1.0
2018/1/9,4:00,2801,2018-01-09 04:00:00,1,9,4,1,4.9,0.5,1.0,1.0
2018/1/9,5:00,2988,2018-01-09 05:00:00,1,9,5,1,5.1,0.0,1.0,1.0
2018/1/9,6:00,3434,2018-01-09 06:00:00,1,9,6,1,5.1,0.0,1.0,1.0
2018/1/9,7:00,3816,2018-01-09 07:00:00,1,9,7,1,5.5,0.0,1.0,1.0
2018/1/9,8:00,4187,2018-01-09 08:00:00,1,9,8,1,7.6,0.0,0.5,0.99
2018/1/9,9:00,4352,2018-01-09 09:00:00,1,9,9,1,9.4,0.0,0.5,0.98
2018/1/9,10:00,4247,2018-01-09 10:00:00,1,9,10,1,12.2,0.0,0.5,0.92
2018/1/9,11:00,4060,2018-01-09 11:00:00,1,9,11,1,9.0,0.0,0.0,0.84
2018/1/9,12:00,3755,2018-01-09 12:00:00,1,9,12,1,11.9,0.0,0.0,0.59
2018/1/9,13:00,3803,2018-01-09 13:00:00,1,9,13,1,15.7,0.0,0.0,0.45
2018/1/9,14:00,3747,2018-01-09 14:00:00,1,9,14,1,14.5,0.0,0.0,0.47
2018/1/9,15:00,3757,2018-01-09 15:00:00,1,9,15,1,13.8,0.0,0.0,0.47
2018/1/9,16:00,3970,2018-01-09 16:00:00,1,9,16,1,12.9,0.0,0.0,0.48
2018/1/9,17:00,4202,2018-01-09 17:00:00,1,9,17,1,11.5,0.0,0.0,0.53
2018/1/9,18:00,4210,2018-01-09 18:00:00,1,9,18,1,10.1,0.0,0.0,0.5
2018/1/9,19:00,4118,2018-01-09 19:00:00,1,9,19,1,9.6,0.0,0.0,0.5
2018/1/9,20:00,4009,2018-01-09 20:00:00,1,9,20,1,8.5,0.0,0.0,0.36
2018/1/9,21:00,3858,2018-01-09 21:00:00,1,9,21,1,8.7,0.0,0.0,0.4
2018/1/9,22:00,3671,2018-01-09 22:00:00,1,9,22,1,6.1,0.0,0.0,0.51
2018/1/9,23:00,3428,2018-01-09 23:00:00,1,9,23,1,3.6,0.0,0.0,0.42
2018/1/10,0:00,3138,2018-01-10 00:00:00,1,10,0,2,5.1,0.0,0.0,0.3
2018/1/10,1:00,2999,2018-01-10 01:00:00,1,10,1,2,6.4,0.0,0.0,0.36
2018/1/10,2:00,2942,2018-01-10 02:00:00,1,10,2,2,5.4,0.0,0.0,0.35
2018/1/10,3:00,2919,2018-01-10 03:00:00,1,10,3,2,5.3,0.0,0.0,0.36
2018/1/10,4:00,2948,2018-01-10 04:00:00,1,10,4,2,5.2,0.0,0.0,0.48
2018/1/10,5:00,3157,2018-01-10 05:00:00,1,10,5,2,4.9,0.0,0.0,0.53
2018/1/10,6:00,3647,2018-01-10 06:00:00,1,10,6,2,4.2,0.0,0.0,0.56
2018/1/10,7:00,3969,2018-01-10 07:00:00,1,10,7,2,3.8,0.0,0.0,0.5
2018/1/10,8:00,4188,2018-01-10 08:00:00,1,10,8,2,5.1,0.0,0.0,0.46
2018/1/10,9:00,4242,2018-01-10 09:00:00,1,10,9,2,7.1,0.0,0.0,0.36
2018/1/10,10:00,4104,2018-01-10 10:00:00,1,10,10,2,8.7,0.0,0.0,0.32
2018/1/10,11:00,4003,2018-01-10 11:00:00,1,10,11,2,10.3,0.0,0.0,0.36
2018/1/10,12:00,3788,2018-01-10 12:00:00,1,10,12,2,10.7,0.0,0.0,0.35
2018/1/10,13:00,3884,2018-01-10 13:00:00,1,10,13,2,10.8,0.0,0.0,0.38
2018/1/10,14:00,3882,2018-01-10 14:00:00,1,10,14,2,10.2,0.0,0.0,0.39
2018/1/10,15:00,3902,2018-01-10 15:00:00,1,10,15,2,9.7,0.0,0.0,0.4
2018/1/10,16:00,4116,2018-01-10 16:00:00,1,10,16,2,9.3,0.0,0.0,0.42
2018/1/10,17:00,4359,2018-01-10 17:00:00,1,10,17,2,8.5,0.0,0.0,0.39
2018/1/10,18:00,4349,2018-01-10 18:00:00,1,10,18,2,8.3,0.0,0.0,0.39
2018/1/10,19:00,4260,2018-01-10 19:00:00,1,10,19,2,8.2,0.0,0.0,0.4
2018/1/10,20:00,4140,2018-01-10 20:00:00,1,10,20,2,8.0,0.0,0.0,0.44
2018/1/10,21:00,3959,2018-01-10 21:00:00,1,10,21,2,7.7,0.0,0.0,0.49
2018/1/10,22:00,3754,2018-01-10 22:00:00,1,10,22,2,6.9,0.0,0.0,0.47
2018/1/10,23:00,3512,2018-01-10 23:00:00,1,10,23,2,7.5,0.0,0.0,0.44
2018/1/11,0:00,3213,2018-01-11 00:00:00,1,11,0,3,7.4,0.0,0.0,0.5
2018/1/11,1:00,3073,2018-01-11 01:00:00,1,11,1,3,5.2,0.0,0.0,0.51
2018/1/11,2:00,3015,2018-01-11 02:00:00,1,11,2,3,4.7,0.0,0.0,0.55
2018/1/11,3:00,2986,2018-01-11 03:00:00,1,11,3,3,4.4,0.0,0.0,0.57
2018/1/11,4:00,3025,2018-01-11 04:00:00,1,11,4,3,3.9,0.0,0.0,0.57
2018/1/11,5:00,3246,2018-01-11 05:00:00,1,11,5,3,3.0,0.0,0.0,0.6
2018/1/11,6:00,3746,2018-01-11 06:00:00,1,11,6,3,2.9,0.0,0.0,0.65
2018/1/11,7:00,4084,2018-01-11 07:00:00,1,11,7,3,1.8,0.0,0.0,0.57
2018/1/11,8:00,4295,2018-01-11 08:00:00,1,11,8,3,3.6,0.0,0.0,0.48
2018/1/11,9:00,4343,2018-01-11 09:00:00,1,11,9,3,5.5,0.0,0.0,0.47
2018/1/11,10:00,4205,2018-01-11 10:00:00,1,11,10,3,7.4,0.0,0.0,0.28
2018/1/11,11:00,4098,2018-01-11 11:00:00,1,11,11,3,8.6,0.0,0.0,0.24
2018/1/11,12:00,3867,2018-01-11 12:00:00,1,11,12,3,8.6,0.0,0.0,0.24
2018/1/11,13:00,3942,2018-01-11 13:00:00,1,11,13,3,10.0,0.0,0.0,0.24
2018/1/11,14:00,3938,2018-01-11 14:00:00,1,11,14,3,9.7,0.0,0.0,0.26
2018/1/11,15:00,3983,2018-01-11 15:00:00,1,11,15,3,8.6,0.0,0.0,0.23
2018/1/11,16:00,4251,2018-01-11 16:00:00,1,11,16,3,8.7,0.0,0.0,0.21
2018/1/11,17:00,4560,2018-01-11 17:00:00,1,11,17,3,6.8,0.0,0.0,0.2
2018/1/11,18:00,4588,2018-01-11 18:00:00,1,11,18,3,6.0,0.0,0.0,0.23
2018/1/11,19:00,4493,2018-01-11 19:00:00,1,11,19,3,4.9,0.0,0.0,0.27
2018/1/11,20:00,4380,2018-01-11 20:00:00,1,11,20,3,3.4,0.0,0.0,0.27
2018/1/11,21:00,4219,2018-01-11 21:00:00,1,11,21,3,2.8,0.0,0.0,0.3
2018/1/11,22:00,4008,2018-01-11 22:00:00,1,11,22,3,2.4,0.0,0.0,0.3
2018/1/11,23:00,3755,2018-01-11 23:00:00,1,11,23,3,2.3,0.0,0.0,0.36
2018/1/12,0:00,3450,2018-01-12 00:00:00,1,12,0,4,0.8,0.0,0.0,0.42
2018/1/12,1:00,3281,2018-01-12 01:00:00,1,12,1,4,-0.3,0.0,0.0,0.37
2018/1/12,2:00,3193,2018-01-12 02:00:00,1,12,2,4,1.2,0.0,0.0,0.39
2018/1/12,3:00,3146,2018-01-12 03:00:00,1,12,3,4,0.6,0.0,0.0,0.42
2018/1/12,4:00,3188,2018-01-12 04:00:00,1,12,4,4,-0.2,0.0,0.0,0.4
2018/1/12,5:00,3429,2018-01-12 05:00:00,1,12,5,4,0.4,0.0,0.0,0.4
2018/1/12,6:00,3980,2018-01-12 06:00:00,1,12,6,4,0.0,0.0,0.0,0.43
2018/1/12,7:00,4400,2018-01-12 07:00:00,1,12,7,4,-0.7,0.0,0.0,0.4
2018/1/12,8:00,4628,2018-01-12 08:00:00,1,12,8,4,0.3,0.0,0.0,0.35
2018/1/12,9:00,4654,2018-01-12 09:00:00,1,12,9,4,2.7,0.0,0.0,0.3
